URL,区域,房源维护时间,房源编号,租赁方式,房屋类型,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
https://bj.lianjia.com/zufang/BJ2496872457839837184.html,朝阳 十八里店 鸿博家园一期B区,2020-04-17,BJ2496872457839837184,整租,2室1厅1卫 85㎡,2室1厅1卫,85㎡,#,李旭霞,85㎡,南 北,5天前,随时入住,高楼层/5层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,4700,4700,0,4700,
https://bj.lianjia.com/zufang/BJ2496381218086993920.html,朝阳 甘露园 康家园,2020-04-17,BJ2496381218086993920,整租,1室1厅1卫 43㎡,1室1厅1卫,43㎡,#,郭兄,43㎡,南,5天前,2020-04-30,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4700,4700,0,4700,
https://bj.lianjia.com/zufang/BJ2496995674286473216.html,朝阳 管庄 管庄东里,2020-04-17,BJ2496995674286473216,整租,2室1厅1卫 73㎡ 精装修,2室1厅1卫,73㎡,精装修,张雪,73㎡,南 北,5天前,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2496922175291006976.html,丰台 和义 东高地,2020-04-18,BJ2496922175291006976,整租,2室1厅1卫 56㎡,2室1厅1卫,56㎡,#,李蛹清,56㎡,南,4天前,2020-05-10,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2496316035355901952.html,朝阳 红庙 呼家楼新街大院,2020-04-18,BJ2496316035355901952,整租,1室1厅1卫 45㎡,1室1厅1卫,45㎡,#,尹源健,45㎡,南,4天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2496273537937965056.html,朝阳 十八里店 鸿博家园一期B区,2020-04-19,BJ2496273537937965056,整租,2室1厅1卫 81㎡,2室1厅1卫,81㎡,#,李旭霞,81㎡,南 北,3天前,随时入住,高楼层/8层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2496255052927475712.html,朝阳 酒仙桥 酒仙桥二街坊,2020-04-21,BJ2496255052927475712,整租,2室1厅1卫 49㎡,2室1厅1卫,49㎡,#,马海龙,49㎡,东 西,1天前,随时入住,低楼层/5层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4700,4700,0,4700,
https://bj.lianjia.com/zufang/BJ2494214556520824832.html,朝阳 常营 柏林爱乐二期,2020-04-21,BJ2494214556520824832,整租,1室1厅1卫 60㎡,1室1厅1卫,60㎡,#,谢春雨,60㎡,西南,1天前,2020-04-25,低楼层/24层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2497070482592382976.html,朝阳 潘家园 松榆西里,2020-04-20,BJ2497070482592382976,整租,1室1厅1卫 47㎡ 精装修,1室1厅1卫,47㎡,精装修,林贤城,47㎡,东 西,2天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2496240822811631616.html,海淀 马连洼 梅园,2020-04-22,BJ2496240822811631616,整租,1室1厅1卫 50㎡,1室1厅1卫,50㎡,#,闫斐,50㎡,南,今天,2020-05-01,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2496155736749375488.html,朝阳 双桥 远洋一方林语苑,2020-04-22,BJ2496155736749375488,整租,1室1厅1卫 66㎡ 精装修,1室1厅1卫,66㎡,精装修,安加乐,66㎡,东北,今天,随时入住,低楼层/18层,有,租用车位,民水,民电,有,自采暖,3年以内,需提前预约,季付,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2496168650080796672.html,丰台 旧宫 梅源里小区,2020-04-20,BJ2496168650080796672,整租,2室2厅1卫 69㎡,2室2厅1卫,69㎡,#,贾浩誉,69㎡,东南,2天前,随时入住,低楼层/6层,有,暂无数据,民水,民电,暂无数据,集中供暖,2年以内,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2496442568909529088.html,海淀 定慧寺 恩济里小区,2020-04-22,BJ2496442568909529088,整租,1室1厅1卫 47㎡,1室1厅1卫,47㎡,#,胡正峰,47㎡,南,今天,2020-04-30,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2499214978855747584.html,朝阳 定福庄 绿岛苑东区,2020-04-19,BJ2499214978855747584,整租,2室1厅1卫 61㎡ 精装修,2室1厅1卫,61㎡,精装修,魏远航,61㎡,南 北,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5100,5100,0,5100,
https://bj.lianjia.com/zufang/BJ2497736609093386240.html,顺义 顺义城 义宾南区,2020-04-12,BJ2497736609093386240,整租,2室1厅1卫 61㎡,2室1厅1卫,61㎡,#,林佳成,61㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2497685906064932864.html,房山 良乡 良乡西路甲7号,2020-04-13,BJ2497685906064932864,整租,2室1厅1卫 92㎡,2室1厅1卫,92㎡,#,王德玲,92㎡,南 北,9天前,随时入住,高楼层/6层,有,暂无数据,暂无数据,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2498330563854221312.html,东城 和平里 民旺园,2020-04-18,BJ2498330563854221312,整租,2室1厅1卫 41㎡,2室1厅1卫,41㎡,#,苏琪琪,41㎡,东 西,4天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,5500,5500,0,5500,
https://bj.lianjia.com/zufang/BJ2497906030563311616.html,顺义 顺义城 建新北区,2020-04-18,BJ2497906030563311616,整租,3室1厅1卫 49㎡,3室1厅1卫,49㎡,#,张晓敏,49㎡,南 北,4天前,随时入住,低楼层/5层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2497801880047468544.html,丰台 和义 南苑北里二区,2020-04-21,BJ2497801880047468544,整租,1室1厅1卫 56㎡,1室1厅1卫,56㎡,#,袁萌,56㎡,东 南,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3200,3200,0,3200,
https://bj.lianjia.com/zufang/BJ2498306826727333888.html,石景山 古城 古城路小区,2020-04-20,BJ2498306826727333888,整租,1室1厅1卫 30㎡,1室1厅1卫,30㎡,#,刘琰,30㎡,南,2天前,随时入住,中楼层/4层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2497771262021992448.html,朝阳 管庄 京通苑,2020-04-22,BJ2497771262021992448,整租,1室1厅1卫 63㎡ 精装修,1室1厅1卫,63㎡,精装修,葛宁宁,63㎡,东南,今天,随时入住,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2497606425556295680.html,海淀 玉泉路 玉海园五里,2020-04-20,BJ2497606425556295680,整租,1室1厅1卫 45㎡,1室1厅1卫,45㎡,#,王涛,45㎡,南,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2494725969089675264.html,大兴 天宫院南 隆盛园,2020-04-16,BJ2494725969089675264,整租,2室1厅1卫 86㎡ 精装修,2室1厅1卫,86㎡,精装修,李会,86㎡,南 北,6天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,年付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2494753480821456896.html,朝阳 首都机场 北平里,2020-04-18,BJ2494753480821456896,整租,3室1厅1卫 84㎡,3室1厅1卫,84㎡,#,赵越,84㎡,南 北,4天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2495693516664217600.html,门头沟 城子 三家店新河路,2020-04-19,BJ2495693516664217600,整租,2室1厅1卫 56㎡,2室1厅1卫,56㎡,#,,56㎡,南,3天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2494880024717426688.html,石景山 城子 天翠阳光新城,2020-04-15,BJ2494880024717426688,整租,1室1厅1卫 56㎡,1室1厅1卫,56㎡,#,王培强,56㎡,南 北,7天前,随时入住,高楼层/8层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2495630300357599232.html,顺义 顺义城 石园东区,2020-04-22,BJ2495630300357599232,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,秦冬梅,63㎡,南 北,今天,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2494727339360133120.html,朝阳 朝阳其它 海棠公社,2020-04-22,BJ2494727339360133120,整租,1室1厅1卫 54㎡ 精装修,1室1厅1卫,54㎡,精装修,罗刚,54㎡,西北,今天,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2500604139395096576.html,通州 九棵树(家乐福) 中泽家园,2020-04-22,BJ2500604139395096576,整租,1室1厅1卫 57㎡,1室1厅1卫,57㎡,#,曹阳,57㎡,南,今天,2020-04-30,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2499099015476682752.html,朝阳 立水桥 东方郁金香,2020-04-21,BJ2499099015476682752,整租,1房间1卫 41㎡ 精装修,1房间1卫,41㎡,精装修,赵永福,41㎡,北,1天前,2020-05-01,中楼层/14层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2497614059105419264.html,大兴 天宫院南 天恒旭辉7号院,2020-04-16,BJ2497614059105419264,整租,3房间1卫 37㎡ 精装修,3房间1卫,37㎡,精装修,李会,37㎡,西,6天前,随时入住,中楼层/7层,有,租用车位,商水,商电,有,集中供暖,3年以内,需提前预约,季付,2100,2100,0,2100,
https://bj.lianjia.com/zufang/BJ2498403049849503744.html,顺义 顺义其它 金地未未来,2020-04-19,BJ2498403049849503744,整租,1室1厅1卫 42㎡,1室1厅1卫,42㎡,#,刘思奇,42㎡,东,3天前,随时入住,低楼层/10层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2498602145180557312.html,昌平 沙河 北街家园六区,2020-04-20,BJ2498602145180557312,整租,1室0厅1卫 29㎡ 精装修,1室0厅1卫,29㎡,精装修,李艳丽,29㎡,西,2天前,2020-05-14,高楼层/18层,有,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2400,2400,0,2400,
https://bj.lianjia.com/zufang/BJ2498296089175146496.html,东城 永定门 城市亮点,2020-04-22,BJ2498296089175146496,整租,1室1厅1卫 47㎡,1室1厅1卫,47㎡,#,高航,47㎡,西,今天,2020-04-30,低楼层/12层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4350,4350,0,4350,
https://bj.lianjia.com/zufang/BJ2499319997810352128.html,顺义 顺义其它 炫立方,2020-04-15,BJ2499319997810352128,整租,2房间1卫 46㎡,2房间1卫,46㎡,#,吕杰,46㎡,西,7天前,随时入住,低楼层/15层,有,暂无数据,商水,商电,无,集中供暖,2年以内,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2499244226727395328.html,顺义 马坡 首开中晟广场,2020-04-21,BJ2499244226727395328,整租,2房间1卫 42㎡ 精装修,2房间1卫,42㎡,精装修,赵英淼,42㎡,南,1天前,随时入住,中楼层/10层,有,暂无数据,商水,商电,有,自采暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800,
https://bj.lianjia.com/zufang/BJ2499386878596759552.html,东城 左安门 天坛东路64号,2020-04-18,BJ2499386878596759552,整租,2室1厅1卫 51㎡,2室1厅1卫,51㎡,#,李文超,51㎡,东,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2499778737001218048.html,房山 长阳 加州水郡四期,2020-04-20,BJ2499778737001218048,整租,1室1厅1卫 58㎡,1室1厅1卫,58㎡,#,马敏,58㎡,南,2天前,2020-05-04,低楼层/14层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2497147812136099840.html,亦庄开发区 亦庄开发区其它 南海雅苑北区,2020-04-22,BJ2497147812136099840,整租,2室1厅1卫 74㎡ 精装修,2室1厅1卫,74㎡,精装修,孙玲玲,74㎡,东 西,今天,随时入住,低楼层/22层,无,暂无数据,暂无数据,暂无数据,有,暂无数据,3年以内,需提前预约,季付,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2499866683754692608.html,朝阳 常营 北京新天地二期,2020-04-15,BJ2499866683754692608,整租,1室1厅1卫 62㎡,1室1厅1卫,62㎡,#,秦梦杰,62㎡,北,7天前,2020-05-01,低楼层/28层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2497085174333054976.html,顺义 顺义城 仓上小区,2020-04-16,BJ2497085174333054976,整租,2室1厅1卫 62㎡ 精装修,2室1厅1卫,62㎡,精装修,侯梅荣,62㎡,南 北,6天前,2020-04-30,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2496139274743709696.html,亦庄开发区 亦庄开发区其它 棠颂雅苑,2020-04-16,BJ2496139274743709696,整租,2室1厅1卫 80㎡,2室1厅1卫,80㎡,#,齐文文,80㎡,东 西,6天前,随时入住,低楼层/22层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2496977899127570432.html,大兴 大兴其它 鹿海园三里,2020-04-22,BJ2496977899127570432,整租,1室1厅1卫 59㎡,1室1厅1卫,59㎡,#,张全东,59㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2496381543698931712.html,朝阳 CBD 光辉里小区,2020-04-20,BJ2496381543698931712,整租,2室1厅0卫 47㎡,2室1厅0卫,47㎡,#,卢良晨,47㎡,南,2天前,随时入住,高楼层/4层,无,租用车位,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2498590626976120832.html,亦庄开发区 亦庄 国融国际,2020-04-22,BJ2498590626976120832,整租,1室0厅1卫 43㎡,1室0厅1卫,43㎡,#,徐昕阳,43㎡,西,今天,2020-05-01,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2499774101649375232.html,房山 良乡 北关东路社区,2020-04-19,BJ2499774101649375232,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,金学娇,50㎡,南,3天前,2020-04-30,中楼层/5层,无,免费使用,民水,民电,暂无数据,暂无数据,2年以内,需提前预约,季付,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2499814121080897536.html,朝阳 管庄 周井大院,2020-04-22,BJ2499814121080897536,整租,1室1厅1卫 45㎡ 精装修,1室1厅1卫,45㎡,精装修,孟凯琦,45㎡,南,今天,随时入住,低楼层/5层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2500492366427717632.html,朝阳 豆各庄 青荷里南山园,2020-04-22,BJ2500492366427717632,整租,2室1厅1卫 86㎡ 精装修,2室1厅1卫,86㎡,精装修,于洋,86㎡,南 北,今天,2020-05-01,低楼层/31层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2498379932481363968.html,朝阳 东坝 东泽园,2020-04-15,BJ2498379932481363968,整租,3室1厅1卫 90㎡,3室1厅1卫,90㎡,#,马亚男,90㎡,南 西 北,7天前,随时入住,中楼层/21层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2499178860143722496.html,丰台 旧宫 六营门小区,2020-04-22,BJ2499178860143722496,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,贾浩誉,58㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,暂无数据,3年以上,需提前预约,季付,3200,3200,0,3200,
https://bj.lianjia.com/zufang/BJ2497016426628653056.html,丰台 看丹桥 新华街一里,2020-04-20,BJ2497016426628653056,整租,1室1厅1卫 40㎡,1室1厅1卫,40㎡,#,田娅,40㎡,南,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2496499546390544384.html,顺义 顺义其它 首创派尚国际,2020-04-19,BJ2496499546390544384,整租,1室1厅1卫 42㎡,1室1厅1卫,42㎡,#,刘二春,42㎡,南,3天前,随时入住,中楼层/11层,有,免费使用,商水,商电,无,集中供暖,3年以内,需提前预约,季付,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2499308418091982848.html,朝阳 亚运村 安慧北里逸园,2020-04-20,BJ2499308418091982848,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,邵帅,60㎡,南,2天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1~3个月,需提前预约,月付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2499914242715549696.html,西城 广安门 荣丰2008,2020-04-21,BJ2499914242715549696,整租,1室0厅1卫 29㎡ 精装修,1室0厅1卫,29㎡,精装修,王雨婷,29㎡,南,1天前,2020-04-30,低楼层/20层,有,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,季付,3900,3900,0,3900,
https://bj.lianjia.com/zufang/BJ2499866864218546176.html,朝阳 酒仙桥 酒仙桥十街坊,2020-04-15,BJ2499866864218546176,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,丁辉,50㎡,南,7天前,2020-05-01,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2499763921452539904.html,海淀 海淀北部新区 北分厂,2020-04-19,BJ2499763921452539904,整租,2室1厅1卫 50㎡,2室1厅1卫,50㎡,#,李迎豪,50㎡,南,3天前,随时入住,低楼层/3层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2414986417651589120.html,大兴 天宫院南 龙熙顺景,2020-04-10,BJ2414986417651589120,整租,2室1厅2卫 125㎡,2室1厅2卫,125㎡,#,王琳,125㎡,东 西,12天前,随时入住,低楼层/12层,有,免费使用,暂无数据,民电,有,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500,
